Date,Donchian+Aroon,SMA+Momentum,Seykota,EMA9/RSI14 MeanRev,HMM Regime,Buy & hold SOXL,Buy & hold SMH,Buy & hold SPY
2023-03-24,34.25635387182563,14.249019024319628,1.5240844933248883,2.537889333433705,39.78947866251873,41.24412944503577,9.721142759962389,3.895811363672834
2023-03-27,33.01592986564499,14.249019024319628,1.5172760120091644,2.537889333433705,38.348699976291016,39.75067779314467,9.607750751936225,3.903096533746079
2023-03-28,32.31302353236615,14.249019024319628,1.5134178759097443,2.537889333433705,37.53225942180602,38.90438925041299,9.54093730504062,3.8943352998274396
2023-03-29,35.31071538360006,14.249019024319628,1.5298717085167632,2.537889333433705,41.014141831059675,42.51356468137754,9.837970334725679,3.9509390305975893
2023-03-30,37.10933089671165,14.249019024319628,1.5397440102895237,2.537889333433705,43.10327174397456,44.679070424405126,9.978849829181266,3.974072794579957
2023-03-31,37.83291106401964,14.249019024319628,1.5437156216296766,2.537889333433705,43.94372539340403,45.55024994911387,10.048337089446704,4.030085912017564
2023-04-03,36.81989722030351,14.249019024319628,1.5381553569192672,2.537889333433705,42.76708841475202,44.33059667672622,9.991068589395182,4.04544248464489
2023-04-04,34.71117017304229,14.249019024319628,1.5265809044500291,2.537889333433705,40.317757404043235,41.79172135955416,9.837589458042032,4.022997926045805
2023-04-05,32.9125627073554,14.249019024319628,1.516708646848246,2.537889333433705,38.22863683838212,39.6262253055036,9.665401900190849,4.012464852129544
2023-04-06,32.37504302259743,14.249019024319628,1.5137582905891982,2.537889333433705,37.60429636982597,38.97905977409992,9.636385001961987,4.028116887918459
2023-04-10,33.88421681187619,14.241894514807468,1.5220418948207246,2.537889333433705,39.357233606264536,40.79608208047158,9.78222947495414,4.032251181246242
2023-04-11,33.5120978586323,14.085488985103664,1.5199993957012592,2.537889333433705,38.92500958133134,40.34805651610569,9.730306239616342,4.0333344418418555
2023-04-12,31.692810523347738,13.320823286465867,1.5100136297305105,2.537889333433705,36.792406405494766,38.157662213345304,9.55735515687841,4.016894608618916
2023-04-13,32.39571886848275,13.616263094343678,1.513871776872675,2.537889333433705,36.77401020229202,39.00395317832124,9.63447648499836,4.070250122555411
2023-04-14,32.2096523503642,13.538057369876318,1.5128504886633372,2.537889333433705,36.56279673722354,38.7799319182834,9.624168013267528,4.060307035990417
2023-04-17,32.2096523503642,13.538057369876318,1.5128504886633372,2.537889333433705,36.56279673722354,38.7799319182834,9.617295698780309,4.074876437164992
2023-04-18,32.62312500723491,13.711844298362914,1.5151199713925008,2.537889333433705,37.03215035039263,39.277746713336185,9.660438102667259,4.077533727675469
2023-04-19,31.548095696999837,13.259998115176884,1.509132732959807,2.537889333433705,35.81183049940118,37.983427761750114,9.568809211192606,4.0768457742547355
2023-04-20,31.424054704681097,13.207862374872674,1.5090113325945531,2.537889333433705,35.67102532895412,37.83408429213199,9.579498559607082,4.054597460785223
2023-04-21,30.72114837140225,12.912423412599278,1.5035802648089838,2.537889333433705,34.87312098930387,36.987795749400306,9.48137882083534,4.05774771154941
2023-04-24,30.24565220058792,12.712567345553955,1.49990630170294,2.537889333433705,34.33336136527254,36.41530558617208,9.430599987067934,4.061980909918571
2023-04-25,27.28931002926848,11.469985479566981,1.4770638631451942,2.537889333433705,30.977468643430957,32.85591454140591,9.131659030925737,3.9975010827520006
2023-04-26,27.64076118405173,11.617704115099261,1.4797793814931945,2.537889333433705,31.37641852949693,33.279056390527494,9.19541778776786,3.9805695412379003
2023-04-27,27.992216362547325,11.765424441840375,1.4824949309307631,2.537889333433705,31.77537298308121,33.702203084137594,9.284374637392137,4.059815014708619
2023-04-28,29.41869883942182,12.3649901061631,1.493516773614543,2.537889333433705,33.39464500389777,35.41966630708951,9.439763466721885,4.094466208161481
2023-05-01,30.30767169081921,12.738634792903854,1.5003855007647855,2.537889333433705,34.4037628086165,36.48997610985903,9.511922178331215,4.090331914833698
2023-05-02,29.666786859627823,12.469264123584773,1.4954336475858463,2.537889333433705,33.67626219606935,35.71836051305854,9.429454994991055,4.044359537039914
2023-05-03,28.612429371565728,12.026106525779099,1.4872870614522768,2.537889333433705,32.47940797035313,34.44893012120527,9.332098190599575,4.016599145457327
2023-05-04,28.116255343009897,11.817559336540171,1.4834533290544545,2.537889333433705,31.916175869769123,33.851544131511474,9.300791308216953,3.9881498614820963
2023-05-05,29.914872867977653,12.573537295402032,1.4973505060123655,2.537889333433705,33.95787710448179,36.01705229678331,9.497414024470025,4.061980909918571
2023-05-08,30.28699584493389,12.72994451631467,1.5002257470177918,2.537889333433705,34.380292615822995,36.46508270563772,9.550100784694571,4.06306354453291
2023-05-09,28.81916368814492,12.112999144417985,1.4888844123848077,2.537889333433705,32.71408249317854,34.69783509648742,9.402729852435407,4.0452459265246805
2023-05-10,29.584091523511216,12.434506399645691,1.4947946947770068,2.537889333433705,33.582390559931895,35.618796585150285,9.479087655668607,4.064146179147249
2023-05-11,29.087921518667724,12.225960901615593,1.4909609934687529,2.537889333433705,33.01916302686618,35.02141543994499,9.395094013061438,4.057058819156763
2023-05-12,28.98455637223431,12.18251543790057,1.4901623335472716,2.537889333433705,32.90182804921264,34.89696537454818,9.384404074140479,4.051742986173262
2023-05-15,31.237990198418732,13.129657496009735,1.5075736887746642,2.537889333433705,35.45981414764482,37.61006545433842,9.630276802868,4.065721148034023
2023-05-16,31.11394920609999,13.077521755705522,1.506615275106189,2.537889333433705,35.319008977197754,37.46072198472029,9.627986228207755,4.038551995765252
2023-05-17,33.36738303228441,14.024663813814685,1.5240266303335817,2.537889333433705,37.876995075629935,40.17382206451052,9.88836770130295,4.087575719281843
2023-05-18,36.53046354389537,15.354139989649372,1.548466450913427,2.537889333433705,41.4675668878152,43.98212292904733,10.235031620146101,4.126951819395028
2023-05-19,35.9515961910791,15.110835922075774,1.543993781251549,2.537889333433705,40.810465434852865,43.285175433689524,10.178527235487813,4.120946468037608
2023-05-22,36.24103389119958,15.232489647071406,1.5462301471720565,2.537889333433705,41.13902072885234,43.63365402585694,10.170129052240068,4.122620654956399
2023-05-23,34.97993403913362,14.702436048209185,1.5364861479268193,2.537889333433705,39.70748284527412,42.11530896974452,10.02352046385468,4.0763531269916635
2023-05-24,33.139974881676075,13.929081764191032,1.5222695411988412,2.537889333433705,37.618852643770175,39.90002610725132,9.876148941089031,4.0468205824208185
2023-05-25,39.590178909072925,16.64017070176904,1.572107611571791,2.537889333433705,44.921994296025055,47.665973728187346,10.725251208840618,4.081866144076648
2023-05-26,47.3014707173987,19.88130816458277,1.6316895879212727,2.537889333433705,44.899533298877046,56.950251871770256,11.252122354124996,4.134728697759433
2023-05-30,47.28080090708189,19.87262042480683,1.631529880808631,2.537889333433705,44.87991308786615,56.9253657342817,11.306336754629525,4.136304292627482
2023-05-31,43.724913525204684,18.37804336905265,1.6040550032972292,2.537889333433705,41.50459131693174,52.64413136769215,11.020756007739205,4.113367086765324
2023-06-01,45.812958691012064,19.255670824888064,1.6201884684517265,2.537889333433705,43.48660692933939,55.15810601391013,11.186453308799786,4.152447723716921
2023-06-02,45.523525014603926,19.134018791101266,1.6179521336207876,2.537889333433705,43.211870503714394,54.809632266231226,11.158965231863878,4.212497481403482
2023-06-05,43.35279256010463,18.221636993744436,1.6011797778365873,2.537889333433705,41.15136640848139,52.19610338108202,11.01922895796571,4.204425452868126
2023-06-06,44.9239918751832,18.882028674960566,1.6133197879358367,2.537889333433705,42.64278126084441,54.08780347787339,11.097115582491865,4.2135804290084575
2023-06-07,44.73792736892082,18.803823796097625,1.6118821441159472,2.537889333433705,42.46616498722834,53.863784640079814,11.033738883346357,4.1990107148432445
2023-06-08,46.06104469936189,19.359943996705322,1.6221053268782455,2.537889333433705,43.72209529416081,55.4567977976349,11.161255216017635,4.224408966086307
2023-06-09,46.30913070771173,19.464217168522584,1.6240221853047647,2.537889333433705,43.957583658982244,55.75548958135968,11.212415516975172,4.23198834735859
2023-06-12,50.857342004426535,21.37587845550162,1.6591643410744012,2.537889333433705,48.274839792247896,61.23146686040577,11.543808938083359,4.270381030889453
2023-06-13,52.84202202380051,22.210060447622013,1.6744991463074175,2.537889333433705,50.15873907203753,63.62099144122695,11.703398040049953,4.298534851703096
2023-06-14,55.074788051524294,23.148515611559656,1.6917508099669527,2.537889333433705,52.278126716648565,66.30920780577289,11.881312920311476,4.30365381357575
2023-06-15,53.648305574649804,22.54894994723693,1.680728967283173,2.537889333433705,50.924080077098054,64.59174458282098,11.795791046917838,4.3570096405028815
2023-06-16,52.18047140600465,21.932003729735825,1.669387617105405,2.537889333433705,49.530781557353066,62.82449455142641,11.71179740431067,4.342168250464513
2023-06-20,50.960715198284646,21.419327301634315,1.6599630631750193,2.537889333433705,48.372963763647725,61.355926614779605,11.670563517387347,4.319640436355912
2023-06-21,47.16745293032027,19.82497907197675,1.6306540876680602,2.537889333433705,44.77232084644571,56.78889649288546,11.403310910817902,4.297507616431554
2023-06-22,47.830025571051785,20.103465356906558,1.6357735136204348,2.537889333433705,45.40124848641668,57.586623882768166,11.459816476489161,4.313020371386881
2023-06-23,45.32464498452241,19.050427412104725,1.616415469525686,2.537889333433705,43.02308947010814,54.57018373252545,11.26510168669323,4.280413945767346
